word,doc_id,sent_id,tok_id,sentence,predicted_sense,gold_label_manual
seal,14809,16,6,district judge edward korman that the seal should be lifted because the investigation has been extensively reported in the media,1,2
seal,17362,4,10,no medals no prizes no annual publisher s award no seal of approval no fellowships or grants styron said,1,2
seal,36739,22,31,it s been her home and when you take someone out of their home no matter how much they want to go they re going to look back with longing however seal said miss sanders was not coming down a moment too soon,2,2
seal,91397,10,21,norway s leading newspaper aftenposten devoted its front page to a color picture it said was taken by lindberg of a seal pup in the water being clubbed with the blunt side of a long spiked pole,1,1
seal,64662,27,4,asking the military to seal the borders is an unrealistic expectation and a mission the armed forces cannot accomplish under any foreseeable rules of engagement for within our own borders in another development wednesday the house foreign affairs committee approved legislation giving the government new authority to withhold u s,1,2
seal,38054,36,5,drug enforcement administration investigation of seal who was later murdered in this country may also have been slowed deliberately,2,
seal,94292,4,7,shuttle disaster found that an o ring seal on the right booster rocket had stiffened in freezing pre launch temperatures allowing superheated gas to escape and trigger an explosion,2,2
seal,17936,2,28,nasa spokeswoman pat phillips said the compound would have to set for several hours then workers would run pressure checks over the weekend to determine how well the seal worked,1,2
seal,82992,9,2,the easter seal society vs,1,
seal,38059,11,6,it shows the redesigned joints will seal even though we had some pretty severe flaws said thomas,2,2
seal,94635,19,13,traditionally the imf has taken the lead in setting the conditions providing a seal of approval for other creditors,2,2
seal,13604,21,15,all pleadings dealing with classified information must be prepared in the facility and filed under seal with the court security officer who will delete classified references before the briefs are placed in the public file gesell ordered,1,2
seal,8140,9,23,last month s clash caused an uproar in israel and prompted the army to demolish arab homes arrest dozens of arab villagers and seal off beita for weeks,1,2
seal,1067,13,37,matell refused to comment tuesday on why the airlines filed the motion saying only the entire letter is under seal and we do not care to clarify court documents requesting that the clarification motion be placed under seal said eastern was trying to protect confidential and proprietary information about its business plans eastern would be placed at a serious and irreparable competitive disadvantage if the information contained in the motion and memorandum and supporting affidavits is made public the company s deputy general counsel michael j,2,2
seal,7634,0,9,congressional demands to have the air force and navy seal u s,2,2
seal,49748,23,14,the rogers commission investigating the explosion later blamed the disaster on a leaking joint seal that allowed superhot gases to escape and ignite the shuttle s external fuel tank,2,2
seal,93326,8,22,reagan extend to you warm wishes that your holidays and the coming year will be filled with happiness and peace the presidential seal is embossed in white above the greeting and below it,2,2
seal,21454,5,16,a seven count indictment filed earlier this month names rockwell and two former managers at the seal beach satellite systems division donald h,1,1
seal,40217,15,18,do we shoot down planes the house voted last week to order president reagan to have the military seal u s,1,1
seal,46061,4,19,bad weather since sunday has frustrated adair s plans to clear debris from the twisted tilting platform and to seal three wellheads still burning,2,2
seal,8253,9,5,failure of an o ring seal is blamed for allowing exhaust gas to escape from one of challenger s boosters,2,2
seal,12690,9,16,t hart said but she added it s just going to take to years before the seal population is back where it was before,1,1
seal,67229,36,17,hinckley s correspondence with bundy and other writings seized from his room last year remain under court seal,1,2
seal,85016,7,19,if you have a beard it s going to be very difficult if not impossible to get a good seal said fred joseph osha industrial hygiene supervisor,2,2
seal,59976,11,18,they ought to give that man a distinguished flying cross the air force set up a roadblock to seal off the site and would not speculate on the cause of the crash,2,2
seal,55357,21,16,several government commissions have condemned the police handling of the case beginning with the failure to seal off the area immediately after the assassination and close the nation s borders,1,2
seal,91397,19,3,last year s seal invasion softened public opinion in norway,2,1
seal,52420,12,12,more than police and paramilitary troops were rushed to the temple to seal exits and prevent people from entering,2,2
seal,64382,9,4,in west germany the seal epidemic has sparked a major debate on oil slicks and chemical discharges in the north sea and environmentalists are demanding drastic measures to halt the pollution,1,2
seal,50060,27,7,investigators said the cold had weakened the seal,1,2
seal,17506,3,23,it s a fairly elaborate scam someone is pulling here milne said of the bogus proclamation which bore a slightly off center state seal,2,2
seal,23358,1,30,a report in the newspaper svenska dagbladet said the death toll among harbor seals off sweden s west coast had reached more than or percent of the area s harbor seal population,1,1
seal,31865,18,25,the marijuana stamp doesn t have a picture of a leaf just the title marijuana at the top and several lines printed over the state seal where commission employees can fill in the quantity and their initials,2,2
seal,72098,15,19,they dive to an average of to feet and sometimes to feet nearly twice as deep as any other seal species,2,1
seal,91397,2,48,lindberg an author and photographer who sailed as a government appointed inspector on a hunting boat east of greenland last spring said in his report that seals were not only skinned alive but killed in deliberately sadistical ways the report came as authorities sought to ease controls on seal killing because fisherman complain that thousands of the animals have invaded norway s northern coast eating fish and damaging nets,2,1
seal,24923,30,7,early next year the american heart association seal of approval will begin appearing on foods that are low in fat and cholesterol and therefore can help reduce heart disease risk,2,2
seal,71522,14,8,rafsanjani s re election appeared to set the seal on his political power,1,2
seal,53544,3,12,they also challenge his legitimacy because he failed to show a vatican seal on his credentials the nuns said,2,2
seal,90213,26,0,seal said he transported cocaine into the united states while working for an illicit drug cartel he said was as sophisticated as any fortune company he displayed night vision goggles telephone encryption devices and high technology message sending units,2,2
seal,35654,4,7,the accident was blamed on a faulty seal in a booster rocket,1,2
seal,44333,30,5,we can t just say seal the borders in days green said using the military to close u s,1,2
seal,34964,19,15,adult krill live in vast schools and are a favorite food of whale penguin and seal,2,1
seal,68430,24,9,he was also presented with a two foot chocolate seal of the vice president s office,2,
seal,28022,30,16,the visitation and the counseling are to begin immediately but the exact dates were put under seal by the judge,1,2
seal,35156,11,11,we will keep the office open until american police come and seal it off he said,2,2
seal,61794,2,6,there it was right on the seal,1,
seal,82988,0,22,the state department which has restricted american travel to the west bank and gaza today said it regretted israel s decision to seal off the territories for three days in expectation of major demonstrations called by the palestine liberation organization,1,2
seal,80833,7,7,therefore the vietnamese enemy s strategy to seal off the western border of cambodia and prevent the khmer rouge from attacking it inside cambodia suffered a total setback the broadcast said,1,2
seal,82176,4,6,the report originally was filed under seal that day with a three judge court,1,2
seal,33130,9,7,the steel machetes engraved with the panamanian seal are sold as souvenirs and are very popular,2,1
seal,41313,6,3,her fiance keith seal of monterey calif greeted her on the ground,2,2
seal,91397,16,2,however disgruntled seal hunters now see the chance for a comeback,1,1
seal,64582,8,14,the house overwhelmingly approved a proposal essentially requiring president reagan to have the military seal the u s,1,2
seal,94229,1,13,the justices over one dissenting vote rejected an attempt monday by the easter seal society to collect damages from playboy,2,
seal,31417,0,16,police captured two escaped murderers today after an officer became suspicious when a car bearing the seal of the west virginia corrections department drove through town about a m authorities said,2,2
seal,88244,5,14,the congregation voted to sell the house just after it paid an exterminator to seal the house in plastic and fumigate it,2,2
seal,69015,10,7,their timetable says one more year would seal the process,1,2
seal,88670,10,18,he said that after the accident company workers and nasa officials inspected the motor and found that a seal had been deformed when the hose sent pounds per square inch of pressure into the joint instead of the intended psi,2,2
seal,90769,1,26,the dollar bill that caught his eye during a transaction at his coin shop in nearby clayton is a rarity because it bears no treasury department seal no district seal and no serial number,1,2
seal,87353,1,0,seal the decor and the bible for george bush s inauguration will look a lot like those from george washington s oath taking years ago at federal hall in new york,2,2
seal,65077,20,10,the legal fight between walsh and sullivan is under court seal because it relates to the grand jury investigation but it is presumed that sullivan successfully invoked attorney client privilege in refusing to answer questions about the documents whereabouts,1,2
seal,81592,9,11,the jars molasses and spices in the closet were supposed to seal in bad spirits and prevent them from attacking toussaint the expert told police,1,2
seal,92739,2,6,uncork a reform b empty c seal d dry out e blend in,,
seal,87353,19,11,and all inaugural materials will be imprinted with the first great seal of the united states used as the national emblem from to,2,2
seal,52489,4,0,seal oil is a lubricating fluid that forms a seal that keeps hydrogen gas from escaping into the atmosphere fela said,2,2
seal,41313,7,3,they met after seal read an article about her effort to raise money for cancer research and telephoned her,2,
seal,33812,18,6,the duties include placing an official seal on government appointments and new laws convocation of parliament and various ceremonial functions,2,2
seal,82992,0,24,washington the supreme court on monday refused to rule that playboy enterprises violated federal copyright law when it used material intended for an easter seal telethon in a pornographic movie,2,2
seal,92074,16,25,on tuesday nasa had a brief scare when a booster rocket being readied for a shuttle flight next february was found to have a damaged seal,2,2
seal,28887,25,25,before the congressional hearings got under way last spring walsh rushed many witnesses through the grand jury and filed evidence he had obtained under court seal to prove it was obtained independently of the congressional testimony,1,2
seal,18878,5,15,the dutch national institute for public health and environmental protection has determined what caused the seal deaths and is working on a cure according to a health ministry official who spoke friday on condition of anonymity,1,1
seal,82956,7,14,cain unaware of thompson s exact intentions provided an unedited copy of the easter seal tape,2,2
seal,38245,34,22,he said the house democratic leadership tried to block his amendment to the defense authorization bill that would require the military to seal u s,1,2
issue,8585,4,7,jay reports the work in today s issue of the british journal nature with researchers from the institute and the university of california davis,2,2
issue,45978,44,3,the department will issue a full scale production report including the first on site estimates for corn soybeans spring wheat and other crops,1,2
issue,44998,13,11,we feel pain for the detention of the hostages because the issue has humanitarian aspects fadlallah said,1,1
issue,14985,4,9,but the conference won t be devoted to one issue ms,1,1
issue,72299,2,1,the issue nikkei stock average ended the day at points up points or percent,1,
issue,80519,23,0,issue released to the press late thursday business week acknowledged to readers it had discovered unusual trading in shares mentioned in the wall street column and had initiated an investigation,2,2
issue,33962,2,3,even if that issue is resolved the commission still has another finance related issue facing it whether the owners are financially qualified to operate the plant,1,1
issue,8104,2,8,starting june the ins has the discretion to issue warning citations or fine employers who violate the law,1,1
issue,8069,19,11,i told him that in no way would we permit this issue to spill over into the next administration which is obviously what the japanese would prefer yeutter said,1,1
issue,21910,16,32,even holstein concedes iowa s suits are based upon a narrow interpretation of the marquette decision but he commended the state for taking such an unprecedented stand while others have ignored the issue,1,1
issue,27376,8,8,a federal judge earlier this month declined to issue a temporary restraining order to keep planned parenthood from performing abortions there citing lack of jurisdiction,1,1
issue,21882,37,11,it s a socio economic issue it s not a color issue but ms,1,1
issue,81117,21,1,the issue was added to standard amp poor s stock composite index prompting buying by index funds set up to track the performance of the,1,1
issue,86007,2,20,i think he was caught between two powers the government and organized crime said maria oswald porter in the november issue of ladies home journal published tuesday,2,2
issue,50002,4,5,he also stressed the schools issue a recurring theme of his speeches during a pre labor day campaign swing up the west coast,1,1
issue,40920,11,3,age became an issue after an uncharacteristically fumbling tv performance in louisville ky against walter f,1,1
issue,80855,6,44,mark hatfield r ore the sponsor of the ban said no other issue addresses so clearly the runaway technology which is the lifeblood of the arms race the house has approved an underground test ban in its version of the defense bill meaning the issue will have to be resolved by a house senate conference committee that will resolve differences between the two measures,1,1
issue,94460,19,20,there s no free lunch symms said there was no need for congress to take up time on the leave issue at the end of a session with other important bills awaiting action,1,1
issue,89646,4,35,the fourth amendment of the constitution reads the right of the people to be secure in their persons houses papers and effects against unreasonable searches and seizures shall not be violated and no warrants shall issue but upon probable cause supported by oath and affirmation and particularly describing the place to be searched and the persons or things to be searched does a majority on the supreme court believe most americans do not consider their trash as part of their effects,1,1
issue,48589,2,22,widespread and documented use of chemical weapons by iraq against iran and reports of their use against iraqi kurds has highlighted the issue of poison gas,1,1
issue,32320,2,12,the pheasant stamps will be sold in booklet form with the first issue scheduled for april at rapid city s d,2,2
issue,34918,12,11,bond prices gained as the yield on the government s year issue slipped below percent,2,2
issue,9884,80,8,and i don t assail him on that issue or others on that issue,1,1
issue,46384,6,42,the legislation is here to create an issue not because people are demanding it but former gop opponents of the bill immediately began sending signals to reagan and vice president george bush the party s sure presidential nominee not to press an issue that democrats can use in the november elections,1,1
issue,9536,18,74,saying he was proud to have her in a leadership role bush said who s going to have a litmus test that everybody has to agree with everybody on every single issue when it was noted that the gop platform takes a hardline stand against abortion bush said the platform states the position of the platform but nobody in our party takes a litmus test that says that everybody has to agree on every issue,1,1
issue,31561,30,14,but he promised to be a honest broker and consider both sides of an issue,1,1
issue,11570,3,5,the coalition does not take issue with the new york based operation rescue s anti abortion stance but with the group s methodology which they said was a violation of a woman s constitutional right to choose abortion said coalition president faith evans,1,1
issue,34791,17,10,and promised they would cover solidarity s future the broader issue of union pluralism and workers grievances,1,1
issue,24469,0,31,the united states is willing to talk about delaying the effective date of an arms embargo against iran in exchange for soviet agreement to have the united nations vote on the issue as soon as possible a state department official says,1,1
issue,20949,15,37,our own inner fatigue has been accentuated by an administration that has not seen equity issues as important the council has enlisted former presidents carter and ford as co chairman of a blue ribbon commission that will issue a report this spring on problems that may lie ahead for the united states if more minorities don t graduate from college,1,1
issue,84042,13,38,they failed in this attempt the appeals court acknowledged that the teachers prevailed on significant secondary issues in appealing to the supreme court the teacher groups said there is confusion among federal appeals courts over the prevailing party issue and they asked the justices to provide clear guidelines,1,1
issue,84545,1,8,research amp development magazine projects in its january issue that billion will spent on research next year compared to an estimated billion for,2,2
issue,32845,17,4,that s not the issue he said,1,1
issue,9720,13,25,mubarak offered to visit israel in replying to a question by the kuwaiti newspaper whether he would go if that would resolve the whole palestinian issue why not go mubarak was quoted as saying,1,1
issue,53710,8,29,the petition said faerber and moore have interfered with the operations of the board of coal mine health and safety which is supposed to review each mine fatality and issue regulations if needed to prevent a recurrence,1,1
issue,65583,19,13,meanwhile playboy magazine released an excerpt from an article in its forthcoming november issue in which one time lobbyist paula parkinson said she told the fbi that quayle once propositioned her but she rebuffed him,2,2
issue,73207,29,1,the issue is whose values should get into the white house,1,1
issue,26122,25,11,wilson an attorney for bonners ferry idaho municipal utility saying the issue of test litigation regarding the authority was discussed at a may meeting before the utilities agreed to the project,1,1
issue,27129,30,7,gabbert said his association may advance the issue after the inauguration of president elect george bush who said during the campaign he favored pressing japan to open its rice market,1,1
issue,21791,3,1,at issue is whether incinerator ash is to be considered hazardous or non hazardous solid waste,1,1
issue,38310,20,19,the communist party newspaper pravda receives more letters complaining about the price of consumer goods than on any other issue,1,1
issue,59466,7,5,it is not a new issue said donald buist ford s automotive emissions and fuel economy director in dearborn mich,2,1
issue,40758,19,14,after blasting republican blue smoke and mirrors on nuclear missiles dukakis dismissed the modernization issue this way so i m going to work with the congress to find a sensible affordable way to maintain the effectiveness of the land based missile leg of the triad dukakis committed himself to production and deployment of the stealth bomber which he pointedly noted was begun under president carter,2,1
issue,38836,6,18,crosbie said if the united states doesn t eliminate the provisions from its legislation canada could take the issue to the bilateral trade panels which would be set up under free trade to settle disputes or could take counter measures presumably restrictions on american goods,1,1
issue,67556,4,13,the united states and israel opposed the resolution which recommended the state department issue a visa to the palestine liberation organization leader so he can address the general assembly on the palestinian issue,1,1
issue,48894,10,21,a special panel set up to resolve the dispute reported to the icco today that it was split to on the issue,1,1
issue,20843,5,4,some experts claim the issue is not new that the poem has been known of since and some say it s not up to shakespearean standards,1,1
issue,15031,1,28,the task force on women in the marine corps said existing directives and the corps primary grievance system are appropriate tools to implement marine corps policy on this issue however the commandant of the corps must convey that sexual harassment will not be tolerated in the service according to the executive summary of the final report,1,1
issue,56910,14,39,they think we should have been on strike all along but later in the day solomon said that some progress had been made and that he was more optimistic a compromise could be reached on the special job classification issue,2,2
issue,85042,5,2,on the issue of unilateral nuclear disarmament kinnock said today when we conclude our review next year and resolve upon our policy for fighting the next general election that policy must be serious about nuclear disarmament serious about defense he avoided using the word unilateral but said that unless labor won power the conservatives plan to deploy the new generation of trident sea launched missiles will be completed and deployed and in addition other systems will be multiplied under the guise of modernization the year old welshman was addressing more than delegates in this north england resort on the third day of the weeklong convention which began with his crushing victory for the party leadership over left winger tony benn,1,1
issue,4836,11,25,he always stuck to the official line and was known as a stubborn negotiator who would rather walk away from negoatiations than compromise on an issue critical to his government,1,1
issue,16677,1,25,success opens up a lot of opportunities sometimes too many the year old star of tucker the man and his dream said in the september issue of esquire,2,2
issue,87735,14,8,i want to make the environment a republican issue jesse jackson campaigning in california took the environment as his theme saying he would seek a ban of exploratory offshore oil drilling along the state s north coast forever,2,2
issue,15824,5,17,decision to retaliate against iran for a mine explosion that damaged an american warship and discussed the issue with chinese authorities said the u s,1,1
issue,26749,2,30,high interest rates declining commodity prices and currency devaluations in the have thrust much of the burden of the world s economic problems on heavily indebted developing countries says an issue paper produced recently by usda s economic research service,1,2
issue,80805,28,4,he said the competency issue was linked to a miami armed robbery charge to which he pleaded innocent due to temporary insanity,2,1
issue,85945,9,22,the bill would reauthorize the federal insecticide rodenticide and fungicide act whose very title might seem resistant to attempts to glamorize the issue,1,2
issue,44932,19,15,but shamrock has indicated it might not proceed unless it manages to get the recent issue of million shares rescinded,2,1
issue,31755,7,15,side for a more realistic position but our efforts were not successful talks on the issue will continue but no time or place was set japanese spokesman toshiyuki takano said and sato plans to leave saturday for japan,1,1
issue,77320,34,20,asked if he was still refusing to allow iraq the same quota as iran he replied this is exactly the issue which i have to consult with my government if tehran agrees that other countries could donate part of their share to iraq we will be able to have a strong agreement he said,1,1
issue,23024,8,13,as the campaign neared its end the democrat frequently singled out the abortion issue as a major difference between himself and bush,1,1
issue,64116,14,6,supreme court rulings dealing with the issue of state immunity from lawsuits,1,1
issue,62921,12,6,there is no question that this issue is founded in an old fashioned labor dispute said a corporate statement,1,1
issue,59479,5,54,my wife couldn t travel with me because i ve got a year old in school and that s not true of the other candidates michael dukakis saying he opposes new offshore drilling for oil and gas noting his efforts to block drilling off massachusetts i m not a george come lately on this issue,1,1
issue,77150,13,47,he got so tangled up in his own words and his own gaffes that once he had attention there was never a moment to say this is why i have a better vision for america he also erred very badly hadden said in not addressing the religion issue head on very early,1,1
issue,63944,0,5,here are excerpts from the issue working papers released sunday by the democratic platform drafting committee,1,1
issue,20324,20,13,leon panetta d calif said there would be agriculture committee hearings on the issue later in the summer,1,1
issue,84707,14,14,the dukakis camp s request for a riser the bush source said introduced the issue of artificiality,1,1
issue,81882,10,8,liz claiborne fell to as the most active issue in the over the counter market,1,1
issue,41884,21,9,one major difference is that union carbide didn t issue them all at once said kenneth urbaszewski who manages billion in junk bonds at kemper financial services in chicago,1,1
issue,39152,4,1,the issue is behavior said a,1,1
issue,75506,19,15,they said yes to an million school bond issue percent to percent approved a bond issue to fund housing loans for veterans percent to percent ok d a million bond issue to fund reinforcement of masonry apartment buildings which could tumble in an earthquake and also backed a million bond issue for purchase and development of parks and land supporting endangered species percent to percent,1,1
issue,62548,5,10,we feel prayer in the schools is still an important issue and we believe abortion still is an issue derstine said,1,1
issue,16437,12,4,he is not the issue quayle said,1,1
issue,56349,5,32,all the strikers have to go back richard reibeling vice president for personnel at colt firearms division and the company s chief negotiator said the two parties are degrees apart with the issue of replacement workers at the center of the dispute,1,1
issue,27376,21,16,but back then there was a way of sort of living with planned parenthood on the issue of contraception,1,1
issue,86816,2,16,companies that have computer installations worth million or more information week magazine says in its current issue,2,2
issue,81799,4,15,earlier wednesday perez de cuellar told reporters he thought iran might help on the hostage issue for humanitarian and political reasons,1,1
issue,94269,3,9,howard metzenbaum d ohio conceded defeat but said the issue will not go away,1,1
issue,92961,7,18,of the two thirds of the respondents who thought preserving american family values to be a cutting edge issue percent supported bush and percent supported dukakis,1,1
issue,82701,3,7,it must be a first concern an issue above others said reagan,1,1
issue,5653,26,63,the group s president john willke said in a statement that even though sullivan may pledge to carry out the bush agenda only a person who shares president elect bush s pro life ethic and convictions can make genuinely pro life decisions on the hundreds of day to day matters which cannot all be referred to the president another aspect of the abortion issue that conservatives consider anathema is the use of fetal tissue for research,1,1
issue,46816,18,25,stephen wayne a presidential scholar at george washington university said the chief advantage the summit presents to bush is that it basically takes a critical issue from the democrats the fear of war with the soviet union,1,1
issue,84764,2,7,getting rid of the emotion on this issue is really tough said robert palmer spokesman for the massachusetts citizens against the shutdown organization also known as the vote no on committee,1,1
issue,33488,12,3,johnson said the issue of whether the length of incarceration was unconstitutional had not been dealt with by the lower court or by the local appeals court and so a federal court may not be the proper forum for the case,1,1
issue,18017,15,18,but the statement issued by the activists friday said mandela has made his position very clear regarding the issue of violence mandela rejected a previous offer of conditional release saying he would not renounce violence until the government legalized the anc dismantled apartheid and opened negotiations aimed at granting full political rights to the black majority,1,1
issue,89389,3,9,i don t really see it as a campaign issue said rep,1,1
issue,76357,1,23,the kremlin as in president reagan rattled the kremlin with his demand that conjures up the image of a big no nonsense government issue office building with which we would all be familiar except that it is hidden behind suffocating security,2,1
issue,19444,8,7,i think if companies are going to issue the amount of options that lotus does then management should be proud to be a shareholder in the company and not use the options to continually cash in said james m,1,1
issue,71469,25,29,a top church official said saturday that recognition of it would hurt improving relations between rome and the russian orthodox church but that the two sides would discuss the issue in finland later this month,1,1
issue,51566,16,5,they ve never addressed the issue of genuine power sharing but rather amount to pdpa domination of the government,1,1
issue,78394,9,10,mansfield said he had waited for the resolution of the issue of u s,1,1
issue,51600,4,1,the issue came up after a small electrical fire thursday evening damaged a kitchenette in the office of wright d texas in the longworth house office building,1,1
issue,9804,2,47,we have a changing work force and we have to be sure we anticipate what the needs will be and be sure that training is provided she said she also was interested in a wide range of other issues including continuing education eliminating illiteracy discrimination the fairness issue safety pensions you just go through a whole range of issues it will be a real opportunity to be involved with helping the inner city poor mrs,1,1
issue,15791,5,6,it s going to be an issue,1,1
issue,87854,12,9,depending on the court s decision on the age issue hamadi could receive a maximum prison sentence of years as a young adult or life imprisonment as an adult if found guilty as charged,1,1
issue,4773,10,95,and the republican rural development policy can be summed up in two words tough luck dukakis said that as president he would push for improved rural health care and schools and would designate million of his proposed fund to rebuild america for investment in rural areas to help small businesses get the financing the need to create new jobs and to save old ones and to bring the industries of the future to the rural towns and counties of this country at a news conference in michigan thursday bush struck back on the social security issue,2,1
issue,19333,6,1,the issue is whether the evergreen clause is in effect only during fruitful negotiations said dwight geduldig a spokesman for upi in washington,1,1
issue,91256,10,16,the kremlin agreed to its first direct talks with the chinese focusing solely on the cambodia issue,1,1
issue,18210,22,11,in illinois another gop leaflet also on the prison furlough issue issue was denounced as garbage by democrat michael dukakis and even drew a letter of protest from convicted mass murderer john wayne gacy who the leaflet said would be eligible for a weekend pass from prison if he had committed his crimes in massachusetts,1,1
bill,26964,18,39,he used to oppose it house majority whip tony coelho d calif said after reagan s announcement even though ronald reagan still occupies the white house we can safely say michael dukakis has just signed into law his first bill as president in his speech bush took a sharp jab at his opponent s ability to succeed in the white house based on experience as governor of massachusetts,2,2
bill,82802,0,8,the senate has completed congressional action on a bill that toughens requirements for the federal government to pay its bills on time,2,2
bill,77257,12,23,the more we say about it the more we legitimize what the rumors are and we hate to do that said special agent bill corbett a spokesman at secret service headquarters in washington,1,
bill,70413,14,13,not only does it kill this bill but it will kill the trade bill,2,2
bill,59843,16,27,he cited the governor s endorsement by the boston globe the administration s success in sustaining dukakis budget vetoes and the signing of an auto insurance reform bill along lines proposed by dukakis,2,2
bill,39001,15,10,he bitterly criticized some veterans service organizations for supporting the bill while they fought another measure passed monday by the senate that would allow courts to overturn some va decisions on veterans benefits,2,2
bill,20254,8,16,byrd admitted he does not have the votes necessary to end the debate and bring the bill to a final vote wednesday,2,2
bill,75739,6,1,the bill containing the film board amendment was sent to the senate by a vote with rep,2,2
bill,58977,20,20,but it apparently created a white house problem the reagan administration for months had threatened to veto any welfare overhaul bill that mandated two parent welfare eligibility now allowed in only half the states,2,2
bill,25484,1,9,the act for better child care services or abc bill won approval on a vote wednesday in the house education and labor committee,1,2
bill,83673,0,21,north dakota should recognize the honeybee because the little critter does so much for the economy says a senator pushing a bill to make the striped stinger the state s official insect,2,2
bill,41943,26,5,this is the typical tax bill said republican leader bob dole of kansas,2,2
bill,11305,3,3,state insurance commissioner bill gunter led a six way democratic race but failed to win a majority and will compete oct,2,
bill,68321,4,1,the bill at wyler alone was,2,
bill,47228,15,20,miller urged congress to approve reagan s request for million each in and for clean coal projects before a compromise bill is sent to the white house,2,2
bill,56482,41,1,this bill would give families the training and education they need to find work,2,2
bill,16588,15,2,under the bill the chancery clerk could serve either as county administrator or in one of the clerical positions,2,2
bill,13390,13,5,president reagan vetoed the trade bill may singling out the plant closings provision for special criticism,2,2
bill,48010,30,23,labor officials indicated they would insist on the right to vote against religious legislation such as the so called who is a jew bill which proposes giving israel s orthodox rabbinate final say over the sensitive issue of conversions,2,2
bill,34140,0,14,miss america gretchen carlson who has shaken hands with president reagan eaten sushi with bill cosby and chatted with david letterman on his talk show says i m still me,2,
bill,14743,15,15,he said that the reagan administration believes days is a reasonable requirement while the lautenberg bill requires the case go to a judge within days,2,2
bill,94701,7,5,if the senate passes its bill negotiators would attempt to work out a compromise between the two versions before congress adjourns for the year likely by oct,2,2
bill,87684,10,13,in the democratic response house speaker jim wright said the nation needs the bill to combat the worst trade deficit in history billion,2,2
bill,45710,1,1,the bill including controversial provisions giving the military new authority to enter the fight against illegal drugs passed the senate on friday ending a parliamentary dispute that had delayed final action for two weeks,2,2
bill,9181,15,20,there s no overlooking the much publicized threat to the deposit insurance system of insolvent savings institutions with an unpaid bill that grows larger by the day,2,1
bill,33129,11,6,with the help of the gi bill he sang his way through two years of music study at columbia university,2,2
bill,58483,4,8,and the other day she received a second bill from the city for one cent,2,1
bill,65309,49,22,several republicans have expressed irritation at the administration s heavy focus on the plant closings provision as the reason to oppose the bill,2,2
bill,91036,5,0,bill hutchinson a senior economist with the consulting firm of hill which recently completed an economic study of the county said people who would work at mcdonald s can t afford to live here,2,
bill,35316,32,5,gore used the civil rights bill to attack bush the prohibitive front runner for the republican nomination,2,2
bill,28003,18,32,however he said the trade bill could go a long way toward making america a bad investment for americans and foreigners alike reagan said the economy is strong and that the trade bill would adversely affect u s,2,2
bill,85939,25,22,that the families who are trapped in the cycle of poverty would tell us to give them a chance and pass this bill bentsen chairman of the senate finance committee said the bill would improve america s economic status as well as people s lives,2,2
bill,16210,5,6,as approved by the panel the bill would authorize billion next year to go to states with percent of it to be used to help low and moderate income families pay for child care either through vouchers or direct payments to providers,2,2
bill,30142,3,0,bill alexander d ark,2,
bill,25713,17,12,donald wildmon director of the american family association of tupelo miss and bill bright president of the campus crusade for christ in arrowhead springs calif,2,
bill,85134,12,1,the bill also would establish a pilot program under which the government would auction off import licenses and it would create a special quota for imported silk neckties,2,2
bill,85031,5,41,senate republican leader bob dole of kansas said the bill was being held up by democrats playing games with parental leave and child care and minimum wage if they d stop playing games and be realistic we could do a drug bill this week but we can t carry on this charade on the senate floor,2,2
bill,45710,7,4,the senate approved the bill on a voice vote in an almost empty chamber late in the afternoon shortly before adjourning for a memorial day recess,2,2
bill,39020,32,96,james burke who was the state campaign coordinator for jackson said we would have preferred to have had jesse he added though that bentsen is a better choice than some of the others he could have picked john white a former democratic national chairman who has been advising jackson said he was excited about the choice of bentsen and said it would make texas a hell of a battlefield union activists also praised bentsen saying that the texas senator had recently shored up his poor record on labor issues with his deft handling of the trade bill and mandatory plant closing and layoff notices some of labor s top legislative priorities this year,2,2
bill,32135,8,8,congress is expected to vote on the trade bill shortly after it returns from its easter break,2,2
bill,1211,18,11,house majority leader thomas foley d wash said the senate passed bill will be taken up in the house early next week to be followed immediately by house action on a revised trade bill that doesn t include the plant closing notices,2,2
bill,1375,0,10,the senate on thursday adopted a billion fiscal foreign aid bill that would revive u s,2,2
bill,42279,24,6,dukakis says he was advised the bill was unconstitutional,2,2
bill,91713,6,8,who better symbolizes the american west than buffalo bill asked r l,1,
bill,87576,9,6,reagan is vetoing the massive trade bill because of a provision that would require companies to give days notice of plant closings and major layoffs,2,2
bill,48146,3,21,the legislation he said was an important first step parents and other community members have been given unprecedented opportunities with this bill to control their local school systems the governor said in a statement,2,2
bill,91218,18,2,lakeside spokesman bill donaldson said the manufacturer estimates million people have quit smoking by using nicotine gum as part of a stop smoking program since nicorette was introduced in,2,
bill,34707,7,0,bill green r n y for advocating women s rights and his role as a steadfast standard bearer for republican feminists greg howard for the comic strip sally forth his sensitive yet humorous depiction of the conflicts and victories of working women john irving author of the cider house rules for his searing tale of women who risked their lives when abortions were illegal,1,
bill,40623,4,33,the signing and a capitol hill rally held outside democratic national headquarters were parts of a show of political muscle orchestrated by house speaker jim wright d texas as a sendoff for the bill before it goes to the president s desk,2,
bill,1503,15,9,other projects that would be authorized by the senate bill and their estimated total costs are pierce harbor florida navigation improvement,2,2
